Time,Tx1Rx1_mag,Tx2Rx2_mag
1.1,0.05027381166068481,0.7022341481269254
1.11,0.051152849730847126,0.7118222725973407
1.12,0.04965348259642971,0.7171338977230868
1.13,0.04545585456662263,0.7188348754819632
1.14,0.03912573335273228,0.7171189304424633
1.15,0.03207442281635658,0.7115834227302021
1.16,0.026216501487589576,0.7015234056751412
1.17,0.023487841009354596,0.6864830887074894
1.18,0.025438108881364836,0.6667578351018536
1.19,0.03299321140749531,0.643565866791213
1.2,0.04632543650641102,0.6187784679587213
1.21,0.06473237749814438,0.5943152603912152
1.22,0.0865329659354693,0.5714676118676334
1.23,0.1091206595587666,0.550446117512222
1.24,0.12932524398944967,0.5303674661270408
1.25,0.144090194232573,0.5097389308004036
1.26,0.1512831473239944,0.4872928075684514
1.27,0.1503639210667311,0.4628279092381416
1.28,0.1426698587074989,0.43765067371205785
1.29,0.13118144675061902,0.41436157857290584
1.3,0.11976512770022897,0.39603911074080056
1.31,0.11206672379493057,0.38515172176247675
1.32,0.11041551091210709,0.38262954301181507
1.33,0.11517280266294791,0.3874308607577362
1.34,0.12480957303960397,0.3967279194763818
1.35,0.13666144617024337,0.4066222140943678
1.36,0.14797742718507748,0.41314698830856716
1.37,0.15677384088957258,0.41324321260721836
1.38,0.16219945798446606,0.40541732520398654
1.39,0.1644380549409274,0.3899120946898848
1.4,0.16435914508416546,0.3684063241810673
1.41,0.1631021226496916,0.34341600737197714
1.42,0.1616876617606643,0.31762919010159985
1.43,0.16072280982200723,0.2933695981004815
1.44,0.16027238834821053,0.27229198450170256
1.45,0.1599234596423215,0.25530271498483825
1.46,0.1589839768495673,0.24261034914616558
1.47,0.1567211902108351,0.23379445710609711
1.48,0.15258828138490027,0.2278647790545217
1.49,0.1464315323031975,0.22340591505751403
1.5,0.13864505722555565,0.21891653027941071
1.51,0.1301895821780236,0.2132799476901793
1.52,0.12241224241922871,0.2061011954126124
1.53,0.11669892268705012,0.19765980002478892
1.54,0.11406969906706935,0.18847760053315799
1.55,0.1148490701842805,0.17876018254786818
1.56,0.11853598387623496,0.16803849115674394
1.57,0.12395467049204434,0.15520332543956866
1.58,0.12964089795770353,0.1389119426179156
1.59,0.13426808538318835,0.11818207686044617
1.6,0.13690200811554945,0.09292714617652097
1.61,0.1370383859628748,0.06421144958292245
1.62,0.13455267190101866,0.03409780265143776
1.63,0.1296864145435472,0.005115328092851071
1.64,0.12305008518231728,-0.020456085616445026
1.65,0.11554093643232255,-0.04119542735841986
1.66,0.10814242940599873,-0.056798356475607624
1.67,0.10167747286114455,-0.06790401021828107
1.68,0.09660896474864603,-0.07562230145482556
1.69,0.09292875039638081,-0.08102374498677689
1.7,0.09013356506592315,-0.08481603436692964
1.71,0.08729267061203064,-0.08726918718530813
1.72,0.08323456921773749,-0.08830733321488601
1.73,0.07686293451855823,-0.08765545027282122
1.74,0.06752984378558241,-0.08498530191746603
1.75,0.05530154592574722,-0.08005761304105696
1.76,0.04096146563351587,-0.07285581886912933
1.77,0.025741188503085998,-0.06367418633337893
1.78,0.01092676929113788,-0.05311577693081028
1.79,-0.002483237085354756,-0.04199170801628932
1.8,-0.013973194741212782,-0.03116036431712215
1.81,-0.02354870021305518,-0.021368995020827064
1.82,-0.0316443212610128,-0.013149739935991075
1.83,-0.038940429938060905,-0.00678296548384245
1.84,-0.04614396715783689,-0.0022986926115470437
1.85,-0.053800012104888766,0.0005169395571503802
1.86,-0.062189814395100095,0.0020992716171166874
1.87,-0.07133193280511786,0.0030169552746853504
1.88,-0.08105750309545114,0.003797768701631901
1.89,-0.09110608377306707,0.0047369749502932205
1.9,-0.10119783738050393,0.00581795127692828
1.91,-0.11107147940372737,0.0068300324735720685
1.92,-0.12050725475893088,0.007632091051443829
1.93,-0.12935494914601847,0.008387625186720002
1.94,-0.1375624666187743,0.009592908417329177
1.95,-0.14517989865654835,0.011843519551148077
1.96,-0.1523206359911991,0.015449274587886625
1.97,-0.15909063582533464,0.02010905777249056
1.98,-0.16552237900555414,0.024839276773299515
1.99,-0.17154740813566607,0.028221577052141008
2.0,-0.1770154438461115,0.02886973680577173
2.01,-0.18174449600856313,0.025917227012572635
2.02,-0.18557883807933828,0.019349962384413864
2.03,-0.1884376603980035,0.010103639376379732
2.04,-0.19035341508838363,-7.901163879736493e-05
2.05,-0.1915102166387937,-0.009006745491959591
2.06,-0.19227297653671796,-0.014565753241574345
2.07,-0.19315922502120647,-0.015312086380439299
2.08,-0.19470937545469466,-0.010967453786575937
2.09,-0.1972859498270828,-0.0026320469763502327
2.1,-0.20091025323336398,0.007415049003633407
2.11,-0.20523572431066722,0.016317127482677954
2.12,-0.2096685498439824,0.02146585532182326
2.13,-0.21356990717010826,0.021275148324119707
2.14,-0.2164606179943007,0.015648664059374297
2.15,-0.21816791319310674,0.006008762030296924
2.16,-0.21887169819158103,-0.005093074141004816
2.17,-0.2190290504017982,-0.014640117647967745
2.18,-0.21919347725559707,-0.019879892056697126
2.19,-0.2197931728831141,-0.018924938424521268
2.2,-0.22096349698176226,-0.011114593364865737
2.21,-0.22251458497612223,0.002872653278252783
2.22,-0.22405409230777365,0.021112120921002935
2.23,-0.22520761334140227,0.04069332082998238
2.24,-0.2258230019160277,0.058141483719900175
2.25,-0.22604080423963374,0.06999807138098561
2.26,-0.22617475232884235,0.07350547056848881
2.27,-0.2264484496566552,0.0672519492582979
2.28,-0.2267187171356139,0.051567055185061446
2.29,-0.2263348330837123,0.02847781620639091
2.3,-0.2242308794840197,0.0011664709313570635
2.31,-0.2192519156958904,-0.026931230263257413
2.32,-0.21060667584821322,-0.05307629927649693
2.33,-0.19825877676143605,-0.07586829121587181
2.34,-0.18306441189345088,-0.09535154817976135
2.35,-0.16656685205795416,-0.11261448828975178
2.36,-0.15053146562850928,-0.12913916843387735
2.37,-0.13644555331833733,-0.14621765064218284
2.38,-0.12521265534001486,-0.16463786056111718
2.39,-0.1171400703872241,-0.1846707230756142
2.4,-0.11215737925333938,-0.2062661247729731
2.41,-0.11011287589437577,-0.2293122705687196
2.42,-0.11098955363363436,-0.25381812157417083
2.43,-0.1149336937110057,-0.27992901491105077
2.44,-0.1220779470657547,-0.30775949157373456
2.45,-0.13224859002242542,-0.33709716902354403
2.46,-0.14473065131191112,-0.3670884495757056
2.47,-0.15826740795507702,-0.3960593330274589
2.48,-0.1713576733162853,-0.4216192468596327
2.49,-0.18272247243757225,-0.4410978911096167
2.5,-0.19167166497946864,-0.45219791034036855
2.51,-0.19814919136155254,-0.4536174400682519
2.52,-0.20246396790429685,-0.4454029164392081
2.53,-0.20493354316689275,-0.4289243766736751
2.54,-0.20569204510549366,-0.4065240605432599
2.55,-0.2047452032867435,-0.3809877785155112
2.56,-0.20215735362732887,-0.3550109699382635
2.57,-0.198175095170491,-0.33079644219144416
2.58,-0.19315583768098474,-0.30984617204736864
2.59,-0.1873188109095629,-0.2929250085261864
2.6,-0.1804886058167687,-0.28011834918932055
2.61,-0.17206452480239062,-0.2708997463086379
2.62,-0.16135112910455987,-0.2641689422423161
2.63,-0.14815269791352856,-0.25829584972183556
2.64,-0.13331679160583942,-0.2512571691870386
2.65,-0.11887669522896847,-0.2409281175485259
2.66,-0.10762741442219546,-0.22550873675554867
2.67,-0.1022550384306727,-0.20398938175250553
2.68,-0.10435507363155783,-0.17652659859125905
2.69,-0.11373185973291923,-0.14459424669324222
2.7,-0.1282839782714125,-0.11079683179058397
2.71,-0.14459381582459221,-0.07831617590727113
2.72,-0.15907703143699575,-0.05011086231347479
2.73,-0.16927029127363677,-0.028129072003372377
2.74,-0.17469184497114137,-0.012831835614045474
2.75,-0.17684411747111228,-0.0032187612532152124
2.76,-0.178324367112654,0.0026415567790706446
2.77,-0.18146306822344407,0.0067566394939748585
2.78,-0.18715873143141454,0.01032809743148931
2.79,-0.1944723104612239,0.013170907538304029
2.8,-0.2011390271449765,0.013689549795579535
2.81,-0.2046864556990205,0.009481016850728975
2.82,-0.2035814413848298,-0.0016198256062256082
2.83,-0.19787639184061231,-0.02045022559769259
2.84,-0.1891018392655241,-0.04583353336369385
2.85,-0.17950095130210092,-0.07459428085211935
2.86,-0.1709982223873813,-0.10229303096145
2.87,-0.16442193209774583,-0.12442567590412822
2.88,-0.15935878794998834,-0.1376662098602192
2.89,-0.15465385629360617,-0.14072300747350314
2.9,-0.14921191243581974,-0.13452379008895854
2.91,-0.14265138303502534,-0.12168870322000017
2.92,-0.1355406596990205,-0.10550136997184684
2.93,-0.1292131275955249,-0.08876124767195893
2.94,-0.12530749807548935,-0.07294954898971874
2.95,-0.12519888141029484,-0.05803309137885524
2.96,-0.1294840676571671,-0.042964439415153655
2.97,-0.1377008678774512,-0.02660917368870399
2.98,-0.14842396096516033,-0.008620288000087984
2.99,-0.15973164440130408,0.010184425570627424
3.0,-0.1698426409028091,0.02811829044035014
3.01,-0.17762939896015645,0.04341540924641574
3.02,-0.1828056742771113,0.05508375305901814
3.03,-0.18577893298974824,0.06338039823853905
3.04,-0.1873055941333776,0.06968555722416898
3.05,-0.18812719045236886,0.0758576596133308
3.06,-0.18872661689707707,0.08338489150212171
3.07,-0.1892666860420944,0.092719957584611
3.08,-0.18968529733029382,0.10308430823806604
3.09,-0.18985656092375794,0.11280639090483217
3.1,-0.18972019023788297,0.1200193143562163
3.11,-0.18933125381688104,0.12340801624322859
3.12,-0.18884303504951697,0.12272502242473377
3.13,-0.18846046582763615,0.11893384504876449
3.14,-0.1883867531028277,0.1139751859385906
3.15,-0.18876393024454285,0.11022744274006341
3.16,-0.18960697498909168,0.10978874271431349
3.17,-0.19074935970572715,0.11377739474780604
3.18,-0.19183382846788605,0.12188367551883073
3.19,-0.19237679634554794,0.13234288485508272
3.2,-0.1919054998505736,0.14235230123394912
3.21,-0.19012898920019855,0.14880625963835717
3.22,-0.18708044270137625,0.14913920085234533
3.23,-0.18317255740969912,0.14205467529492175
3.24,-0.17913462607966743,0.12795785292221934
3.25,-0.1758374234980612,0.10897598430890264
3.26,-0.17405285928337855,0.0885311156433612
3.27,-0.17422853917713338,0.07052613271620449
3.28,-0.17636238856410252,0.05832307135062094
3.29,-0.18002596065392976,0.05380169631021409
3.3,-0.18452130557297092,0.05681902062927401
3.31,-0.18910179654497988,0.065289191629692
3.32,-0.19317082960427884,0.07588539050366447
3.33,-0.19639528404314605,0.0851298247026141
3.34,-0.19871624710454047,0.09049387416806069
3.35,-0.20028544335093854,0.091133142928397
3.36,-0.20137761269739038,0.0880267156802061
3.37,-0.20231486371564225,0.08352181916773127
3.38,-0.20340653169907352,0.08050554860804644
3.39,-0.20489053695045975,0.0815298390709044
3.4,-0.2068745855956759,0.08816405303825589
3.41,-0.20930076556425034,0.10069864846430718
3.42,-0.21196401625657926,0.1181807588594964
3.43,-0.2145893821617239,0.13869771799668099
3.44,-0.21693405098353244,0.1598239906862552
3.45,-0.21886335414083374,0.17914944597037422
3.46,-0.2203708090683634,0.19477940580571265
3.47,-0.22155047955129592,0.2056709654575076
3.48,-0.22255128694781923,0.21170076793339504
3.49,-0.22353557193819323,0.21345814845280908
3.5,-0.2246460295443289,0.21187681383074933
3.51,-0.22597697172810777,0.20789017763494577
3.52,-0.22755064653916068,0.2022721947308573
3.53,-0.22930896979637747,0.19570252164103377
3.54,-0.23113623971632466,0.18892917338674045
3.55,-0.2329183430031273,0.18280563660675078
3.56,-0.2346161104601176,0.17805045233603084
3.57,-0.23630620468422153,0.1747977079396077
3.58,-0.23815269844683132,0.17222484160077473
3.59,-0.24031737037202613,0.16858873621921291
3.6,-0.24286010304482808,0.16181767079565326
3.61,-0.24568692394079306,0.15048929763099472
3.62,-0.2485730502530702,0.1347511629376073
3.63,-0.2512497621177574,0.1166773170154164
3.64,-0.2535186952628879,0.09977399411084961
3.65,-0.25534883020794924,0.08777038727366201
3.66,-0.2569189969736571,0.0832345100603447
3.67,-0.25859141099262345,0.08668463042496823
3.68,-0.26082938889856294,0.09662047369045743
3.69,-0.26408881096819437,0.11041878680510735
3.7,-0.2687134338857,0.12561234899266988
3.71,-0.27485599800432864,0.14092637748179365
3.72,-0.2824361185830564,0.15661966893321355
3.73,-0.29113529068629207,0.1740386946335757
3.74,-0.30042263139627157,0.1946532500481217
3.75,-0.3096052056126699,0.21906209061986748
3.76,-0.3179049694848643,0.24646633322605174
3.77,-0.3245727889829084,0.2748857104024715
3.78,-0.32904081247581723,0.3020038058924278
3.79,-0.3310818760384122,0.3261845678228205
3.8,-0.3309113489778262,0.3471438267569771
3.81,-0.3291652802864467,0.3660036334595603
3.82,-0.32673130295824504,0.3847729442858818
3.83,-0.32447737128326154,0.4054817382828723
3.84,-0.32297846156067106,0.42924944878302373
3.85,-0.3223468977621013,0.45557686150821125
3.86,-0.32222455297611485,0.4821138839521981
3.87,-0.321926961945502,0.5050232486747407
3.88,-0.32067844141670604,0.5198537593235181
3.89,-0.31785945006589744,0.5226554123811084
3.9,-0.3131959983714216,0.5109946909480185
3.91,-0.3068439240508697,0.484575930486135
3.92,-0.2993512771479701,0.44530801008312504
3.93,-0.29151492091295783,0.3968204517291438
3.94,-0.2841753927393749,0.34358444176628655
3.95,-0.2780094480634916,0.28990357380646337
3.96,-0.2733784849841861,0.23907730212532824
3.97,-0.27027466500207475,0.1929789922455961
3.98,-0.268379845645571,0.15213659731594625
3.99,-0.2672201441471003,0.11621831590901756
4.0,-0.26636787074503576,0.08469047566344814
4.01,-0.26562303093423106,0.05738296786088083
4.02,-0.2651071016919855,0.03476955137817238
4.03,-0.26522720026125685,0.01790031202834977
4.04,-0.26651836100219034,0.008045690996090869
4.05,-0.26942738024812735,0.006185499815004409
4.06,-0.2741293663352959,0.01250622005504578
4.07,-0.28044763587687777,0.02606940909803696
4.08,-0.28789548648601054,0.04477526808523737
4.09,-0.295809198031345,0.06565915402228407
4.1,-0.30351616174246,0.08544823818063478
4.11,-0.3104813948646473,0.10121911831927967
4.12,-0.31639282326739454,0.11097138379981808
4.13,-0.32117143001685855,0.11396906407577932
4.14,-0.3249169311478589,0.11077801466301274
4.15,-0.32781696175634206,0.10301268163446717
4.16,-0.3300572650930941,0.09287485223767496
4.17,-0.3317704911939433,0.08260457186208052
4.18,-0.33304381189196985,0.07397198203493632
4.19,-0.33396978879502487,0.06793149114326535
4.2,-0.3346945853705033,0.06453340554283118
4.21,-0.33542157643519604,0.06312297339446608
4.22,-0.3363625862959787,0.06275432432759562
4.23,-0.33766096260936784,0.06265056470636605
4.24,-0.33932103520164875,0.0625090357792443
4.25,-0.3411753460483766,0.06251555765524137
4.26,-0.3429134997411024,0.06307742380825125
4.27,-0.3441778670727486,0.06443759095389165
4.28,-0.3446996752041397,0.06639532657627338
4.29,-0.3444234981295785,0.06829210687417452
4.3,-0.34356829025789054,0.06927346304475243
4.31,-0.34259606242472174,0.0686896470706819
4.32,-0.3420908326568751,0.0664186563374787
4.33,-0.34258209804016615,0.06292905618246057
4.34,-0.344371925236169,0.059044205399403055
4.35,-0.34743013624601443,0.05554500491226123
4.36,-0.3513988502663128,0.05283714968436858
4.37,-0.35570528239853033,0.0508501710484369
4.38,-0.35974380364899666,0.04917963922722052
4.39,-0.3630695790285685,0.047343999540006
4.4,-0.3655435593427356,0.04499073099108073
4.41,-0.3673784031101535,0.04196077305101409
4.42,-0.3690633440483791,0.038235056422542005
4.43,-0.37119231105313816,0.03385365748658357
4.44,-0.3742599554460001,0.02888760016146661
4.45,-0.3784992655675832,0.023490041614186524
4.46,-0.3838153348319526,0.017995340974392548
4.47,-0.3898400968178752,0.012993951270813568
4.48,-0.39609461179161637,0.009311700553658389
4.49,-0.40219884055402216,0.00786837272253617
4.5,-0.4080363879928173,0.00944952001932447
4.51,-0.41379213956856375,0.014459483900089476
4.52,-0.41983823998973013,0.02272579640197414
4.53,-0.4265227052873817,0.03341231618122886
4.54,-0.4339711715818697,0.04508213448499172
4.55,-0.4420064853213475,0.05592165264392113
4.56,-0.4502206030560701,0.06408495488101
4.57,-0.45814287368681467,0.068068611228118
4.58,-0.4653971949450161,0.06702193297550288
4.59,-0.47175940008420164,0.06093284275285379
4.6,-0.4771010492926066,0.05065909880183651
4.61,-0.48128438441479676,0.03777691549896933
4.62,-0.4840988782270703,0.02422922028616287
4.63,-0.48528718018508715,0.011818704566387193
4.64,-0.48463910148154793,0.0016891508115645499
4.65,-0.4820931843821927,-0.00600719803834132
4.66,-0.4777939873470055,-0.012106710664196059
4.67,-0.47208672403729546,-0.018077095376834384
4.68,-0.4654617091850894,-0.02543009947283858
4.69,-0.45847628316504413,-0.03511911052203096
4.7,-0.45168008536233184,-0.04714289209003692
4.71,-0.44555550714714126,-0.06049943747030944
4.72,-0.44046921552688256,-0.07349863248140458
4.73,-0.4366266874830679,-0.0843018750458381
4.74,-0.43403603522055656,-0.09148033635268518
4.75,-0.43250599096911274,-0.09440818844502775
4.76,-0.4317009239546284,-0.09340140544260052
4.77,-0.4312472070962948,-0.08960985698020017
4.78,-0.4308527687769362,-0.0847289518206115
4.79,-0.430391560563777,-0.08061712814967924
4.8,-0.42992255124079887,-0.07890432127191756
4.81,-0.42964450983912367,-0.08066771053653217
4.82,-0.42981263791973073,-0.08623765880359774
4.83,-0.4306480019149872,-0.09517336553570688
4.84,-0.4322609676258871,-0.10641088842772226
4.85,-0.4346018894415,-0.11854299595406075
4.86,-0.4374515792629462,-0.130154781223921
4.87,-0.4404609746214186,-0.14012519855924932
4.88,-0.44323734194578646,-0.14782133437518122
4.89,-0.4454569595310127,-0.15315230331398771
4.9,-0.4469685633605571,-0.15649061116535523
4.91,-0.4478464043146321,-0.1584935845061406
4.92,-0.4483652818349887,-0.1598713720330054
4.93,-0.4489023028833758,-0.16116638824928714
4.94,-0.4498058518300354,-0.1626263747162548
4.95,-0.45128891666358834,-0.16423670060252768
4.96,-0.4533913615274406,-0.16590845349288916
4.97,-0.45602260822489415,-0.1677300188651506
4.98,-0.4590575625168463,-0.1701386999031086
4.99,-0.46242999016297126,-0.17388669807656273
5.0,-0.4661668935230089,-0.17976016223759148
5.01,-0.47034195821273994,-0.1881386959290676
5.02,-0.47497705008380775,-0.19860204833820655
5.03,-0.47995420064504085,-0.20981898999823
5.04,-0.48499388539443244,-0.21984093025133125
5.05,-0.48971418755576457,-0.22671283500817888
5.06,-0.4937396934310655,-0.22913047548261473
5.07,-0.4968091615538571,-0.22683986057487096
5.08,-0.4988429169829606,-0.22062132962872452
5.09,-0.4999558999780715,-0.21192872156992737
5.1,-0.5004217730200414,-0.20240914325885412
5.11,-0.5006048692275595,-0.1935235220612729
5.12,-0.5008823735520844,-0.18636129879746835
5.13,-0.5015754712449013,-0.18161098302661338
5.14,-0.5028967328714447,-0.17959901985478263
5.15,-0.5049136502329392,-0.18033474979402636
5.16,-0.5075313730773702,-0.1835375943707655
5.17,-0.5105036635780307,-0.18864559974688933
5.18,-0.5134809478723982,-0.19482876644907085
5.19,-0.5160962601967172,-0.20105583675718297
5.2,-0.5180734822390959,-0.20625345941504658
5.21,-0.5193199483571449,-0.20953772373506666
5.22,-0.5199527681301538,-0.21043344962140098
5.23,-0.5202287266090274,-0.2089828174142942
5.24,-0.5204035885263374,-0.2056896559891247
5.25,-0.5205980070248901,-0.2013100837896724
5.26,-0.5207439954384262,-0.19655289933202935
5.27,-0.5206293041075977,-0.1917926372177269
5.28,-0.5200006317341275,-0.1869138279865164
5.29,-0.5186707783164175,-0.18136314102841863
5.3,-0.5165928642907354,-0.1743889763078627
5.31,-0.5138898439192274,-0.16536114931893667
5.32,-0.5108399838426759,-0.15404508326984298
5.33,-0.5078161358355403,-0.1407440870380859
5.34,-0.5051783179017829,-0.12627393797698253
5.35,-0.5031450849708414,-0.11177740515592721
5.36,-0.5017026234088756,-0.09842680251507904
5.37,-0.5006093313766784,-0.08709359869816771
5.38,-0.49950411636882897,-0.07807515877269618
5.39,-0.4980639881870686,-0.07096357701584527
5.4,-0.49612827012670846,-0.0647201897702361
5.41,-0.49373091982276823,-0.057967333411148396
5.42,-0.4910399686986893,-0.049429909261768566
5.43,-0.4882539892279092,-0.03839138871565762
5.44,-0.4855141670542183,-0.025008913061090952
5.45,-0.4828558918820853,-0.010368326881400252
5.46,-0.4801867548718046,0.0037569507658100367
5.47,-0.47727853338221016,0.01537238940632074
5.48,-0.47378814702910993,0.022799090327715137
5.49,-0.469330148165163,0.02511302406227823
5.5,-0.4635921264100455,0.022382701253799854
5.51,-0.4564460587486551,0.01568888650003897
5.52,-0.44800353302987683,0.006958503955255352
5.53,-0.43859400250433694,-0.0013546713991285423
5.54,-0.42868165098587596,-0.006708754604186487
5.55,-0.4187521619696334,-0.006959240630535584
5.56,-0.40919737122630706,-0.000769488422312738
5.57,-0.4002176909434088,0.012178678814103595
5.58,-0.3917569333547975,0.031240534918422987
5.59,-0.383482153098393,0.05510828764733096
5.6,-0.37482056638265526,0.08225498004110453
5.61,-0.3650641755275825,0.11138062039184861
5.62,-0.35354713251962283,0.1417271406479495
5.63,-0.33988324929071917,0.17318102573038027
5.64,-0.32421395737700426,0.20615675422751006
5.65,-0.3073709986659507,0.24132282874749753
5.66,-0.2908350198762418,0.2792666782437981
5.67,-0.2764004358511385,0.32018766541909294
5.68,-0.26554218858192796,0.3636872816187234
5.69,-0.2585983202101913,0.40871712892849593
5.7,-0.2539950849399349,0.4537245642571858
5.71,-0.24780544374864857,0.49696339179471194
5.72,-0.23390985461231176,0.5368327870799644
5.73,-0.2048991856923263,0.572060055463508
5.74,-0.1536281193087723,0.6016262205072532
5.75,-0.07504259105154126,0.6245172567300737
5.76,0.032318728944556716,0.6395332001701786
5.77,0.16575434014649196,0.6453769304590403
5.78,0.3190660926368287,0.6410777360962409
5.79,0.48426590941938014,0.6266046846409474
5.8,0.6536906685957169,0.6034099981363176
5.81,0.8217405695647857,0.5746445461920094
5.82,0.9856276766547353,0.5448795780165978
5.83,1.1449122812191042,0.519315512478557
5.84,1.300068121727501,0.502618020523381
5.85,1.4507299966284501,0.4976518215450382
5.86,1.5945224196780292,0.5044616230008229
5.87,1.7272801979571908,0.5198523478376967
5.88,1.844931252474872,0.5377952891037315
5.89,1.9464652254342305,0.5506140992726902
5.9,2.0366903404123984,0.5505797446564978
5.91,2.127318585378658,0.5313474056565319
5.92,2.235452786214712,0.4887341005791996
5.93,2.3795597140120495,0.4206444347337186
5.94,2.5740744192231024,0.32633974139103766
5.95,2.8244500974114795,0.2055003750561761
5.96,3.124429349417146,0.05751728721315945
5.97,3.456524247200399,-0.11878449698531662
5.98,3.7955100899530456,-0.32502984981313643
5.99,4.1137559851591945,-0.5628957868284303
6.0,4.386807785694347,-0.8334778829055765
6.01,4.597748671367705,-1.1364380124308784
6.02,4.739310258815475,-1.4690381723956614
6.03,4.813433992800624,-1.8252779130395203
6.04,4.8288458646602,-2.1953710014636822
